標題,地址,屋齡,類型,建坪,主+陽,格局,樓層,車位,總價(萬),編號,抓取時間
中苗商圈金店住,苗栗縣苗栗市中山路,49.0年,別墅/透天,76.81,76.81,7房2廳4衛,1-2樓/0樓,無車位,1,BS44893HB,2025-10-03 08:25:25
泰安半天寮露營區旁美農地,苗栗縣泰安鄉南洗水段,,土地,1518.55,,,0樓/0樓,無車位,450,BS44911HB,2025-10-03 08:25:25
銅鑼鄉村乙建,苗栗縣銅鑼鄉老雞隆段,,土地,112.83,,,0樓/0樓,無車位,789,BS47920HB,2025-10-03 08:25:25
蛋黃區天際景觀宅,苗栗縣苗栗市自治路,5.4年,大樓,52.41,30.49,3房2廳2衛,11樓/13樓,無車位,1,BS48707HB,2025-10-03 08:25:25
公館免千萬丙建送三合院,苗栗縣公館鄉福東段,,土地,147.94,,,0樓/0樓,無車位,980,BS49880HB,2025-10-03 08:25:25
漫步雲天大地平車兩房,苗栗縣頭份市花園東路,8.8年,華廈,35.88,19.63,2房2廳1衛,3樓/7樓,坡道平面車位,998,BS50251HB,2025-10-03 08:25:25
B2535旭日初昇兆德雙車墅,苗栗縣竹南鎮大同段,1.2年,別墅/透天,69.62,46.38,5房2廳4衛,1-4樓/4樓,坡道平面車位,2,BS50353HB,2025-10-03 08:25:25
A2511建國學區首選車位廈,苗栗縣頭份市建國路,25.9年,華廈,35.97,25.99,3房2廳1衛,5樓/8樓,坡道機械車位,1,BS50600HB,2025-10-03 08:25:25
正沿山道農地,苗栗縣公館鄉大坑段,,土地,647.35,,,0樓/0樓,無車位,1,BS51851HB,2025-10-03 08:25:25
頭份國士無雙建築用地,苗栗縣頭份市雙喜段,,土地,343.79,,,0樓/0樓,無車位,1,BS52074HB,2025-10-03 08:25:25
苑裡茶餘飯後田園趣,苗栗縣苑裡鎮南山段,,土地,442.69,,,0樓/0樓,無車位,598,BS52425HB,2025-10-03 08:25:35
南豐湖段清幽美建地+水利用地,苗栗縣造橋鄉南豐湖段,,土地,112.92,,,0樓/0樓,無車位,1,BS52502HB,2025-10-03 08:25:35
南苗超值金角住店,苗栗縣苗栗市恭敬路,32.2年,別墅/透天,63.03,63.03,7房2廳3衛,1-3樓/3樓,無車位,1,BS54146HB,2025-10-03 08:25:35
D703苗栗三房澄光雅居,苗栗縣苗栗市文聖里１２鄰文發路,24.3年,別墅/透天,55.3,55.3,3房2廳3衛,1-3樓/3樓,其他,1,BS54434HB,2025-10-03 08:25:35
社區型邊間優透,苗栗縣苗栗市文聖里１７鄰文發路,28.8年,別墅/透天,50.43,50.43,4房3廳3衛,1-4樓/4樓,其他,1,BS54593HB,2025-10-03 08:25:35
無敵星星農舍,苗栗縣苗栗市勝利里１６鄰勝利路,21.2年,其它,54.54,54.54,7房2廳4衛,1-3樓/3樓,無車位,3,BS54595HB,2025-10-03 08:25:35
E211信東路超值黃金店面,苗栗縣頭份市自強里１２鄰信東路,59.3年,店面,36.51,36.51,4房2廳2衛,1-2樓/2樓,其他,2,BS54784HB,2025-10-03 08:25:35
K219修身養生典雅居室,苗栗縣通霄鎮北勢窩段,,土地,759.28,,3房2廳2衛,1-2樓/2樓,無車位,1,BS55030HB,2025-10-03 08:25:35
B6306造橋庭院大坪數美宅,苗栗縣造橋鄉大中街,27.7年,別墅/透天,45.57,45.57,7房2廳5衛,1-3樓/3樓,其他,1,BS55446HB,2025-10-03 08:25:35
D714照南學區優質雙車美透,苗栗縣竹南鎮佳北二街,13.8年,別墅/透天,77.69,69.51,4房2廳3衛,1-3樓/3樓,其他,1,BS55521HB,2025-10-03 08:25:35
世界夢想家10C,苗栗縣苑裡鎮客庄里２０鄰世界路,0.2年,其它,49.64,34.35,3房2廳2衛,10樓/11樓,無車位,1,BS55543HB,2025-10-03 08:25:35
南苗都計內田,苗栗縣苗栗市勝利段,,土地,1881.25,,,0樓/0樓,無車位,3,DS64342HB,2025-10-03 08:25:35
苑裡鎮安甲建,苗栗縣苑裡鎮鎮安段,,土地,212.14,,,0樓/0樓,無車位,2,ES68324HB,2025-10-03 08:25:35
龍騰慢活景觀休閒地,苗栗縣三義鄉龍騰段,,土地,5342.35,,,0樓/0樓,無車位,3,ES68426HB,2025-10-03 08:25:35
苑裡稻香特定農地,苗栗縣苑裡鎮1102南山段,,土地,843.42,,,0樓/0樓,無車位,1,JS90925HB,2025-10-03 08:25:35
A269唐寧1號大埔重劃台積宅,苗栗縣竹南鎮大埔里２鄰大埔十街,8.1年,華廈,40.54,21.42,2房2廳1衛,6樓/9樓,其他,1,MS145048HB,2025-10-03 08:25:35
857AO大湖大窩合法資材室,苗栗縣大湖鄉大窩,3.5年,土地,2564.21,15.13,,1樓/1樓,無車位,1,TS134303HB,2025-10-03 08:25:35
866AO大湖苗55旁農地+丙,苗栗縣大湖鄉義和段,,土地,180.82,,,0樓/0樓,無車位,900,TS135639HB,2025-10-03 08:25:35
981AO大湖漂亮山田農地,苗栗縣大湖鄉苗栗縣南湖段,,土地,2081.5,,,0樓/0樓,無車位,798,TS135832HB,2025-10-03 08:25:35
I48竹南獅山工業地,苗栗縣竹南鎮獅山,,土地,2741.56,,,0樓/0樓,無車位,76,BS26061HB,2025-10-03 08:25:35
C0411濫坑休閒地2,苗栗縣頭份市頭份市,,土地,758.07,,,0樓/0樓,無車位,400,BS34088HB,2025-10-03 08:25:44
H261早市黃金建地,苗栗縣頭份市東民,,土地,30.69,,,0樓/0樓,無車位,1,BS34126HB,2025-10-03 08:25:44
泰安1.3甲美視野農地,苗栗縣泰安鄉南洗水段,,土地,4149.7,,,0樓/0樓,無車位,780,BS44919HB,2025-10-03 08:25:44
持分地-最便宜後龍大矽谷農地,苗栗縣後龍鎮苦苓腳,,土地,647.55,,,0樓/0樓,無車位,2,BS46362HB,2025-10-03 08:25:44
C0354南庄晨曦山水宿,苗栗縣南庄鄉四灣,18.9年,其它,173.84,155.5,15房2廳15衛,1-2樓/2樓,其他,9,BS46410HB,2025-10-03 08:25:44
苗市慶豐年全新四樓華廈,苗栗縣苗栗市豐年路,1.1年,華廈,41.72,33.34,3房2廳2衛,3樓/5樓,其他,1,BS47150HB,2025-10-03 08:25:44
中正二路近交流道便宜透天,苗栗縣頭份市斗煥里１４鄰中正二,45.6年,別墅/透天,24.5,24.5,3房2廳2衛,1-2樓/2樓,無車位,520,BS47156HB,2025-10-03 08:25:44
苗市慶豐年全新五樓華廈,苗栗縣苗栗市豐年路,1.1年,華廈,46.6,33.34,3房2廳2衛,5樓/5樓,其他,1,BS47158HB,2025-10-03 08:25:44
通霄圳頭國小溫泉休閒地,苗栗縣通霄鎮圳頭段,,土地,26401.29,,,0樓/0樓,無車位,9,BS48471HB,2025-10-03 08:25:44
公館商圈庭園別墅,苗栗縣公館鄉館南村,44.1年,其它,51.27,51.27,5房2廳3衛,1-2樓/2樓,無車位,3,BS48763HB,2025-10-03 08:25:44
高鐵之星商業建地,苗栗縣後龍鎮龍富段,,土地,208.11,,,0樓/0樓,無車位,8,BS49629HB,2025-10-03 08:25:44
A0323台積電科專金店面,苗栗縣竹南鎮科專三路,9.4年,華廈,42.14,24.21,1房2廳2衛,1樓/10樓,一樓平面車位,1,BS50603HB,2025-10-03 08:25:44
B433藝文公園朝南三房平車,苗栗縣頭份市後庄里２３鄰公北三,2.4年,大樓,51.15,28.12,3房2廳2衛,15樓/15樓,坡道平面車位,1,BS53179HB,2025-10-03 08:25:44
【猛哥賣厝】北河休閒農地1,苗栗縣公館鄉北河段,,土地,1068.63,,,0樓/0樓,無車位,598,BS53569HB,2025-10-03 08:25:44
【猛哥賣厝】竹南大景美墅A,苗栗縣竹南鎮復興路,12.7年,別墅/透天,69.22,61.6,4房2廳5衛,1-3樓/0樓,其他,2,BS53620HB,2025-10-03 08:25:44
B3123歡喜臨門好運進門美透,苗栗縣頭份市信義路,12.4年,別墅/透天,67.34,59.97,3房2廳3衛,1-4樓/4樓,坡道平面車位,1,BS54243HB,2025-10-03 08:25:44
頭份大五房電梯華廈,苗栗縣頭份市學府路,27.3年,華廈,36.31,29.64,5房5衛,4樓/5樓,無車位,380,BS54412HB,2025-10-03 08:25:44
五鶴丁建廠房,苗栗縣公館鄉鶴岡,41.0年,廠房,125.24,125.24,2衛,1樓/1樓,其他,5,BS55325HB,2025-10-03 08:25:44
D715頭份尖豐四房晨居,苗栗縣頭份市濫坑里１３鄰尖豐路,43.8年,別墅/透天,24.5,24.5,4房2廳5衛,1-3樓/3樓,其他,898,BS55726HB,2025-10-03 08:25:44
B0401田園綠大地美透,苗栗縣竹南鎮想思林,26.7年,別墅/透天,83.13,83.13,5房3廳4衛,1-5樓/5樓,其他,1,DS60926HB,2025-10-03 08:25:44
苑裡全新別墅,苗栗縣苑裡鎮泰田,1.3年,別墅/透天,41.81,41.81,4房3廳3衛,1-3樓/3樓,其他,1,ES67551HB,2025-10-03 08:25:52
EB2117 苗栗近交流道乙工,苗栗縣頭屋鄉象山路,,土地,3957,,,0樓/0樓,無車位,55,QS37294HB,2025-10-03 08:25:52
後龍三合院+農地,苗栗縣後龍鎮崎頂,,土地,1700.35,,,0樓/0樓,無車位,1,TB08966GH,2025-10-03 08:25:52
D045獅潭安養中心宗教用地,苗栗縣獅潭鄉十九份,7.0年,土地,139305,1567.17,,0樓/0樓,無車位,120,TS133219HB,2025-10-03 08:25:52
頭份地政店面,苗栗縣頭份市五福街,43.6年,店面,36.53,33.54,,1樓/4樓,無車位,1,ZS189013HB,2025-10-03 08:25:52
大湖栗東路休閒、露營園區,苗栗縣大湖鄉義和西段,,土地,3501.89,,,0樓/0樓,無車位,680,BB03836GH,2025-10-03 08:25:52
南庄開心農莊合法民宿,苗栗縣南庄鄉橫屏背,9.9年,其它,263.65,248.04,19房3廳20衛,1-2樓/2樓,無車位,7,BS22447HB,2025-10-03 08:25:52
C0294南庄國中旁美地,苗栗縣南庄鄉庄西段,,土地,1530.87,,,0樓/0樓,無車位,3,BS29581HB,2025-10-03 08:25:52
鶴岡大地坪田園透天,苗栗縣公館鄉鶴山,36.8年,別墅/透天,50.14,50.14,5房2廳2衛,1-2樓/0樓,無車位,1,BS33478HB,2025-10-03 08:25:52
C3113湖光山舍小農園,苗栗縣造橋鄉大桃坪段,,土地,912.36,,,0樓/0樓,無車位,899,BS34396HB,2025-10-03 08:25:52
頭屋優美透天,苗栗縣頭屋鄉中正街,26.5年,別墅/透天,50.86,47.86,6房2廳4衛,1-3樓/0樓,無車位,1,BS44041HB,2025-10-03 08:25:52
後龍廠房+農地,苗栗縣後龍鎮下浮尾,36.4年,廠房,369.72,369.72,,-1-3樓/3樓,無車位,13,BS44369HB,2025-10-03 08:25:52
(專)玉豐好旺田748,苗栗縣苑裡鎮玉豐,,土地,748.79,,,0樓/0樓,無車位,1,BS44502HB,2025-10-03 08:25:52
銅鑼全新前庭美透天,苗栗縣銅鑼鄉雙峰路,1.8年,別墅/透天,53.98,53.98,4房2廳5衛,1-3樓/3樓,無車位,1,BS45647HB,2025-10-03 08:25:52
大坪數經典透天厝,苗栗縣苗栗市高苗里,29.3年,別墅/透天,62.07,62.07,4房3廳2衛,1-3樓/3樓,無車位,928,BS46401HB,2025-10-03 08:25:52
E184竹興國小三角窗鑽石住店,苗栗縣竹南鎮竹興里７鄰復興路,12.7年,店面,69.22,69.22,4房2廳5衛,1-3樓/3樓,其他,2,BS46470HB,2025-10-03 08:25:52
公館邊間優質透天,苗栗縣公館鄉五谷,34.9年,別墅/透天,51.63,45.29,4房2廳2衛,1-2樓/0樓,其他,1,BS46560HB,2025-10-03 08:25:52
H329木雕街大面寬建地,苗栗縣三義鄉八股段,,土地,55.84,,,0樓/0樓,無車位,2,BS47663HB,2025-10-03 08:25:52
苗市體育館豪華大農舍,苗栗縣苗栗市東路,13.1年,其它,102.24,102.24,5房3廳5衛,1-3樓/3樓,無車位,4,BS50095HB,2025-10-03 08:25:52
竹南車站商圈採光電梯三房,苗栗縣竹南鎮中華里１６鄰博愛街,28.8年,大樓,36.54,24.63,3房2廳2衛,8樓/20樓,無車位,1,BS50497HB,2025-10-03 08:25:52
頭份興埔段投資型農舍,苗栗縣頭份市上坪,,土地,4612.73,,,0樓/0樓,無車位,7,BS50985HB,2025-10-03 08:26:02
如意農莊R,苗栗縣通霄鎮楓樹窩段,,土地,775.91,,,0樓/0樓,無車位,280,BS51113HB,2025-10-03 08:26:02
苗栗城百坪電梯豪邸,苗栗縣苗栗市新英里,1.4年,別墅/透天,102.16,102.16,5房2廳6衛,1-4樓/4樓,無車位,2,BS51803HB,2025-10-03 08:26:02
公館128線優美農地,苗栗縣公館鄉義民段,,土地,860.98,,,0樓/0樓,無車位,2,BS52034HB,2025-10-03 08:26:02
文教區整新美透,苗栗縣苗栗市北苗里３２鄰五權街,45.2年,別墅/透天,53.49,53.49,4房2廳3衛,-1-3樓/3樓,其他,1,BS52447HB,2025-10-03 08:26:02
高樓層平車兩房,苗栗縣苗栗市文山里28鄰自治路,4.8年,大樓,38.79,19.8,2房2廳1衛,12樓/12樓,其他,1,BS52803HB,2025-10-03 08:26:02
大矽谷苦苓腳段投資美田（一）,苗栗縣後龍鎮苦苓腳段,,土地,540.87,,,0樓/0樓,無車位,2,BS53139HB,2025-10-03 08:26:02
大矽谷苦苓腳段投資美田（二）,苗栗縣後龍鎮苦苓腳段,,土地,556.6,,,0樓/0樓,無車位,2,BS53141HB,2025-10-03 08:26:02
【猛哥賣厝】綠大地美墅,苗栗縣竹南鎮想思林,26.7年,別墅/透天,83.12,75.38,5房3廳4衛,1-5樓/5樓,其他,1,BS53622HB,2025-10-03 08:26:02
【猛哥賣厝】頭份斗煥精美透天,苗栗縣頭份市中正二路,26.0年,別墅/透天,51.05,40.47,4房2廳3衛,1-3樓/3樓,其他,1,BS53630HB,2025-10-03 08:26:02
E207竹南東站投資透店,苗栗縣竹南鎮新南里２２鄰新南街,19.7年,別墅/透天,54.21,52.74,5房2廳4衛,1-3樓/3樓,其他,2,BS53779HB,2025-10-03 08:26:02
A0134鴻喆大樓,苗栗縣竹南鎮大埔街,8.2年,大樓,45.86,24.79,3房2廳2衛,3樓/14樓,坡道平面車位,1,BS54127HB,2025-10-03 08:26:02
近南苗市場金店面,苗栗縣苗栗市中正路,35.5年,店面,132.18,132.18,4房3廳7衛,-1-5樓/5樓,無車位,2,BS54487HB,2025-10-03 08:26:02
苗市嘉福美透天,苗栗縣苗栗市嘉福街,20.5年,別墅/透天,67.58,67.58,3房2廳3衛,1-4樓/4樓,無車位,1,BS54564HB,2025-10-03 08:26:02
市區小筆種菜農地,苗栗縣苗栗市勝利,,土地,212.05,,,0樓/0樓,無車位,530,DS52246HB,2025-10-03 08:26:02
C0131南庄丁建廠房,苗栗縣南庄鄉田美村四灣,46.0年,廠房,550.45,550.45,,1-2樓/2樓,其他,23,DS55488HB,2025-10-03 08:26:02
苗栗獅潭大面積果園,苗栗縣獅潭鄉獅潭段新店小段,,土地,8733.18,,,0樓/0樓,無車位,1,ES50875HB,2025-10-03 08:26:02
苗栗南庄超優質林地,苗栗縣南庄鄉南庄,,土地,883,,,0樓/0樓,無車位,450,OB16792GH,2025-10-03 08:26:02
公館大地坪合法孝親農舍,苗栗縣公館鄉中義,38.8年,別墅/透天,86.97,86.97,5房3廳2衛,1-2樓/2樓,無車位,1,RS82328HB,2025-10-03 08:26:02
苗栗獅潭休閒農地,苗栗縣獅潭鄉八角林段,,土地,683.95,,,0樓/0樓,無車位,280,ZS197366HB,2025-10-03 08:26:02
C0416西濱路旁農地,苗栗縣竹南鎮復興路,,土地,309.76,,,0樓/0樓,無車位,1,AS25282HB,2025-10-03 08:26:12
銅鑼竹森休閒度假小屋,苗栗縣銅鑼鄉竹森段,,土地,114.32,,,0樓/0樓,無車位,660,BB03835GH,2025-10-03 08:26:12
田美休閒農地757,苗栗縣南庄鄉田美村田美,,土地,757.16,,,0樓/0樓,無車位,398,BS31605HB,2025-10-03 08:26:12
勝利超優美屋,苗栗縣苗栗市勝利里３５鄰勝利路,38.7年,別墅/透天,49.96,49.4,5房2廳2衛,1-3樓/3樓,其他,898,BS42161HB,2025-10-03 08:26:12
竹南511甲種工業地,苗栗縣竹南鎮竹南獅山,,土地,511.23,,,0樓/0樓,無車位,10,BS45257HB,2025-10-03 08:26:12
後龍水尾子1300坪優美農地,苗栗縣後龍鎮水尾子,,土地,1308.62,,,0樓/0樓,無車位,1,BS45370HB,2025-10-03 08:26:12
吉祥全新美透天,苗栗縣苗栗市新英里,0.7年,別墅/透天,53.72,53.72,4房2廳3衛,1-3樓/3樓,其他,1,BS47681HB,2025-10-03 08:26:12
專任獅潭近台三線農地,苗栗縣獅潭鄉銑櫃段,,土地,507.9,,,0樓/0樓,無車位,198,BS47766HB,2025-10-03 08:26:12
A3121文華苑典雅美廈,苗栗縣頭份市節約街,15.1年,華廈,32.98,29.56,2房2廳2衛,2樓/5樓,無車位,1,BS49129HB,2025-10-03 08:26:12
苗栗市經國路旁美田,苗栗縣苗栗市維祥段維祥小段,,土地,212.66,,,0樓/0樓,無車位,560,BS49833HB,2025-10-03 08:26:12
全聯旁大面寬臨路金建地,苗栗縣頭份市東庄段,,土地,74.41,,,0樓/0樓,無車位,4,BS52128HB,2025-10-03 08:26:12
公館市區大面寬建地,苗栗縣公館鄉館學段,,土地,37.1,,,0樓/0樓,無車位,512,BS53340HB,2025-10-03 08:26:12
J741通霄土城段臨路農地,苗栗縣通霄鎮土城段,,土地,3950.35,,,0樓/0樓,無車位,908,BS53877HB,2025-10-03 08:26:12
B441好榜漾三房平車,苗栗縣竹南鎮新南里１１鄰立華街,6.6年,大樓,38.99,21.94,3房2廳2衛,6樓/11樓,其他,1,BS54029HB,2025-10-03 08:26:12
專任卓蘭超值農地,苗栗縣卓蘭鎮大坪林段,,土地,839.14,,,0樓/0樓,無車位,298,BS54533HB,2025-10-03 08:26:12
三灣北銅鏡段美農地,苗栗縣三灣鄉北銅鏡段,,土地,724.6,,,0樓/0樓,無車位,520,BS55013HB,2025-10-03 08:26:12
快樂農夫,苗栗縣公館鄉福南段,,土地,101.64,,,0樓/0樓,無車位,288,BS55107HB,2025-10-03 08:26:12
幸福成家高鐵特區2C,苗栗縣後龍鎮&#27130;榔二街,0.5年,華廈,23.89,17.22,2房2廳1衛,2樓/0樓,其他,999,BS55593HB,2025-10-03 08:26:12
銅鑼香樟休閒地,苗栗縣銅鑼鄉新雞隆段,,土地,770.17,,,0樓/0樓,無車位,688,EB05363GH,2025-10-03 08:26:12
「聯合大學城計劃」建地,苗栗縣苗栗市聯大段,,土地,2083.31,,,0樓/0樓,無車位,15,WS45468HB,2025-10-03 08:26:12
龍岡道透天,苗栗縣苗栗市新川里,19.6年,別墅/透天,71.21,65.29,3房2廳1衛,1-3樓/3樓,其他,768,BS23760HB,2025-10-03 08:26:20
近交流道廠房,苗栗縣苗栗市龍岡,42.4年,廠房,409.59,409.59,1衛,-1-2樓/2樓,其他,6,BS23762HB,2025-10-03 08:26:20
近後龍市區農地,苗栗縣後龍鎮頂浮尾,,土地,776.52,,,0樓/0樓,無車位,1,BS32665HB,2025-10-03 08:26:20
C1426南庄美林地2,苗栗縣南庄鄉北獅里興,,土地,756.25,,,0樓/0樓,無車位,756,BS37548HB,2025-10-03 08:26:20
竹南市區麥當勞旁住店,苗栗縣竹南鎮民權街,29.2年,別墅/透天,74.94,74.94,4房4廳5衛,1-4樓/0樓,無車位,2,BS42943HB,2025-10-03 08:26:20
苗栗苑港美農地,苗栗縣苑裡鎮苑港段,,土地,892.07,,,0樓/0樓,無車位,1,BS45071HB,2025-10-03 08:26:20
獅潭雲海景觀美農地,苗栗縣獅潭鄉八角林段,,土地,2324.11,,,0樓/0樓,無車位,5,BS45764HB,2025-10-03 08:26:20
D601興隆超俗水水透,苗栗縣頭份市興隆里１８鄰興,41.5年,別墅/透天,35.86,32.55,4房2廳2衛,1-2樓/2樓,無車位,780,BS46061HB,2025-10-03 08:26:20
A0128中華東街美寓2,苗栗縣苗栗市中華東街,41.2年,公寓,29.25,27.82,2房2廳2衛,4樓/5樓,無車位,488,BS48050HB,2025-10-03 08:26:20
恭敬路店面,苗栗縣苗栗市恭敬路,0.7年,店面,14.31,5.17,1廳1衛,1樓/0樓,無車位,880,BS49380HB,2025-10-03 08:26:20
苗栗市中正商圈車位美廈,苗栗縣苗栗市維祥街,1.3年,大樓,27.25,19.5,2房1廳1衛,15樓/15樓,坡道機械車位,880,BS50268HB,2025-10-03 08:26:20
B407市區內超值大三房,苗栗縣苗栗市嘉盛里２３鄰為公路,35.6年,大樓,68.36,67.32,3房2廳1衛,6樓/6樓,無車位,830,BS50654HB,2025-10-03 08:26:20
卓蘭超便宜大梨園,苗栗縣卓蘭鎮卓蘭段,,土地,2023.73,,,0樓/0樓,無車位,560,BS52056HB,2025-10-03 08:26:20
F229近頭份市區合法豪華農舍,苗栗縣頭份市上興里１４鄰水源路,25.7年,其它,160.13,150.49,5房3廳6衛,1-3樓/3樓,無車位,5,BS53255HB,2025-10-03 08:26:20
竹南20米路旁超值住店,苗栗縣竹南鎮新生路,46.5年,別墅/透天,46.17,41.24,4房2廳3衛,1-2樓/2樓,無車位,1,BS53273HB,2025-10-03 08:26:20
J731竹南近西濱漂亮農地,苗栗縣竹南鎮海口段海口小段,,土地,595.62,,,0樓/0樓,無車位,1,BS53339HB,2025-10-03 08:26:20
維祥1樓收租優華廈,苗栗縣苗栗市維祥街,3.9年,華廈,36.74,27.82,5房5衛,1樓/0樓,無車位,1,BS54342HB,2025-10-03 08:26:20
D704頭屋四房流光映居,苗栗縣頭屋鄉象山,35.4年,別墅/透天,43.44,43.44,4房5廳5衛,1-2樓/2樓,其他,978,BS54433HB,2025-10-03 08:26:20
苗栗外獅潭美農牧地,苗栗縣頭屋鄉外獅潭段,,土地,871.2,,,0樓/0樓,無車位,1,QS39773HB,2025-10-03 08:26:20
慕雲享美休閒地F,苗栗縣頭屋鄉頭屋段,,土地,759.88,,,0樓/0樓,無車位,499,RS80984HB,2025-10-03 08:26:20
後龍資材休閒土地,苗栗縣西湖鄉三湖段,,土地,579.89,,,0樓/0樓,無車位,256,TB10937GH,2025-10-03 08:26:30
頭份學府路公寓,苗栗縣頭份市珊湖里２鄰學府路,26.8年,公寓,41.32,34.89,6房6衛,3樓/4樓,無車位,388,WS44129HB,2025-10-03 08:26:30
苗栗大湖富興土地,苗栗縣大湖鄉民族路,,土地,326.86,,,0樓/0樓,無車位,4,OS178654HB,2025-10-03 08:26:30
造橋超便宜美地,苗栗縣造橋鄉大桃坪段,,土地,8147.54,,,0樓/0樓,無車位,1,ZS167676HB,2025-10-03 08:26:30
苗栗田園社區,苗栗縣造橋鄉造橋段,,土地,1388,,,0樓/0樓,無車位,880,1953759CT,2025-10-03 08:26:30
竹南上品十六全新雙車美墅,苗栗縣竹南鎮大埔里2鄰科專三路,1.3年,別墅/透天,58.06,58.06,4房2廳3衛,1-5樓/5樓,其他,2,1967790CT,2025-10-03 08:26:30
玉清獨棟花園美宅,苗栗縣苗栗市玉清街,20.7年,別墅/透天,63.12,63.12,5房2廳3衛,1-3樓/0樓,無車位,1,BB03854GH,2025-10-03 08:26:30
C0307在水一方休閒地,苗栗縣頭份市東興段,,土地,762.91,,,0樓/0樓,無車位,558,BS22171HB,2025-10-03 08:26:30
A3160竹南雙套5-2,苗栗縣竹南鎮和仁街,2.9年,華廈,17.12,12.71,2房2衛,5樓/5樓,無車位,1,BS27350HB,2025-10-03 08:26:30
福基景觀農牧地B,苗栗縣公館鄉福基段,,土地,773.49,,,0樓/0樓,無車位,198,BS31978HB,2025-10-03 08:26:30
J514浪漫臺三線苗栗農牧地1,苗栗縣公館鄉北河,,土地,919,,,0樓/0樓,無車位,598,BS36915HB,2025-10-03 08:26:30
頭屋邊間美店住,苗栗縣頭屋鄉象山,35.4年,別墅/透天,43.43,43.43,4房5廳6衛,1-4樓/0樓,其他,978,BS42322HB,2025-10-03 08:26:30
竹南火車站後站新讚建案投資4房,苗栗縣頭份市華夏路,10.0年,華廈,33.51,27.82,4房4衛,5樓/5樓,無車位,1,BS42551HB,2025-10-03 08:26:30
後龍苦苓腳段美農地1,苗栗縣後龍鎮苦苓腳,,土地,654.91,,,0樓/0樓,無車位,1,BS44162HB,2025-10-03 08:26:30
128縣農地,苗栗縣銅鑼鄉天神段,,土地,583.83,,,0樓/0樓,無車位,1,BS47700HB,2025-10-03 08:26:30
大將軍獨棟透天別墅,苗栗縣苗栗市北龍岡,28.3年,別墅/透天,84.66,77.46,3房2廳3衛,1-4樓/0樓,其他,2,BS49585HB,2025-10-03 08:26:30
育達莘莘學子出租套房,苗栗縣造橋鄉育英二街,22.5年,套房,8.78,5.82,1房1衛,1-3樓/3樓,無車位,198,BS50978HB,2025-10-03 08:26:30
頭份運動公園臨路面寬商業區建地,苗栗縣頭份市光華街,6.1年,土地,89.7,,,1樓/0樓,無車位,6,BS51285HB,2025-10-03 08:26:30
近火車站電梯透天,苗栗縣苗栗市清華里１４鄰為公路,30.7年,別墅/透天,102.95,102.95,8房4廳8衛,1-5樓/5樓,其他,2,BS51443HB,2025-10-03 08:26:30
全新2房車位優美華廈,苗栗縣苗栗市維祥街,1.3年,大樓,31.32,18.11,2房2廳1衛,12樓/0樓,其他,790,BS52038HB,2025-10-03 08:26:30
B423大方大方三房平車,苗栗縣頭份市民族里１１鄰東興路,8.0年,大樓,48.39,26.33,3房2廳2衛,3樓/11樓,其他,1,BS52550HB,2025-10-03 08:26:40
專任起家II溫馨2房小宅,苗栗縣竹南鎮龍山路二段,2.4年,華廈,23.25,16.53,2房1廳1衛,4樓/5樓,無車位,788,BS52669HB,2025-10-03 08:26:40
A3130悅捷市景觀大三房首選,苗栗縣竹南鎮維新路,3.9年,大樓,44.86,25.89,3房2廳2衛,12樓/15樓,坡道平面車位,1,BS53028HB,2025-10-03 08:26:40
B3111雙學區首選永安整新透,苗栗縣頭份市永安街,37.2年,別墅/透天,37.72,37.72,4房2廳2衛,1-2樓/2樓,其他,1,BS53221HB,2025-10-03 08:26:40
C0207森活原境,苗栗縣大湖鄉興榮段,,土地,866.97,,,0樓/0樓,無車位,1,BS53291HB,2025-10-03 08:26:40
苑裡綠境花園宅,苗栗縣苑裡鎮興隆,29.3年,別墅/透天,53.94,52.76,4房2廳3衛,1-4樓/4樓,其他,758,BS53961HB,2025-10-03 08:26:40
D709竹南光復商圈改造透天,苗栗縣竹南鎮照南里１９鄰光復路,55.3年,別墅/透天,30.28,30.28,1房1廳1衛,1-2樓/2樓,無車位,780,BS55069HB,2025-10-03 08:26:40
中華路超值透天,苗栗縣苗栗市福安里,45.8年,別墅/透天,48.05,48.05,4房1廳4衛,1-2樓/2樓,無車位,1,BS55490HB,2025-10-03 08:26:40
C28 竹南新生路透天厝,苗栗縣竹南鎮新生路,25.6年,別墅/透天,83.58,76.07,4房2廳4衛,-1-4樓/4樓,無車位,2,OB20274GH,2025-10-03 08:26:40
L3724 苗栗金店面,苗栗縣苗栗市中正路,46.4年,店面,53.08,53.08,,1-2樓/4樓,無車位,1,QS36626HB,2025-10-03 08:26:40
卓蘭都計內田1683,苗栗縣卓蘭鎮中角段,,土地,1683.27,,,0樓/0樓,無車位,2,RS58892HB,2025-10-03 08:26:40
壢西坪渡假休閒小屋,苗栗縣卓蘭鎮0043豐田段,,土地,1615.22,,2房2廳2衛,0樓/0樓,無車位,4,MS127382HB,2025-10-03 08:26:40
卓蘭休閒農牧用地,苗栗縣卓蘭鎮大坪林段,,土地,1622.91,,,0樓/0樓,無車位,860,S2773474PA,2025-10-03 08:26:40
頭份市中華路甲工店面,苗栗縣頭份市民生里10鄰中華路,30.7年,別墅/透天,36.74,36.74,1衛,1-2樓/2樓,其他,2,1871385CT,2025-10-03 08:26:40
